Município,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Total
352580 JULIO MESQUITA,33.0,42.0,30.0,43.0,46.0,29.0,23.0,20.0,25.0,17.0,20.0,22.0,15.0,14.0,16.0,18.0,24.0,26.0,463.0
352585 JUMIRIM,,,3.0,2.0,5.0,2.0,2.0,3.0,,,1.0,,1.0,,2.0,2.0,1.0,1.0,25.0
352590 JUNDIAI,369.0,341.0,525.0,526.0,452.0,415.0,527.0,392.0,433.0,418.0,437.0,753.0,687.0,612.0,793.0,963.0,984.0,581.0,10208.0
352600 JUNQUEIROPOLIS,66.0,58.0,84.0,90.0,74.0,53.0,38.0,29.0,38.0,81.0,55.0,67.0,38.0,46.0,73.0,70.0,76.0,74.0,1110.0
352610 JUQUIA,41.0,27.0,29.0,22.0,17.0,22.0,8.0,12.0,17.0,11.0,8.0,12.0,5.0,3.0,22.0,11.0,15.0,11.0,293.0
352620 JUQUITIBA,13.0,9.0,7.0,5.0,7.0,4.0,3.0,,3.0,7.0,9.0,10.0,10.0,9.0,11.0,18.0,15.0,15.0,155.0
352630 LAGOINHA,1.0,1.0,2.0,4.0,2.0,4.0,,,,2.0,1.0,2.0,,,5.0,1.0,1.0,1.0,27.0
352640 LARANJAL PAULISTA,20.0,17.0,20.0,28.0,35.0,57.0,37.0,14.0,28.0,28.0,71.0,80.0,43.0,50.0,79.0,61.0,91.0,103.0,862.0
352650 LAVINIA,17.0,36.0,28.0,22.0,29.0,16.0,18.0,30.0,9.0,6.0,6.0,9.0,4.0,4.0,2.0,11.0,3.0,7.0,257.0
352660 LAVRINHAS,1.0,2.0,1.0,2.0,3.0,9.0,2.0,3.0,1.0,2.0,,4.0,5.0,10.0,7.0,8.0,19.0,16.0,95.0
352670 LEME,286.0,204.0,89.0,88.0,107.0,99.0,66.0,73.0,109.0,99.0,123.0,93.0,62.0,103.0,131.0,124.0,105.0,121.0,2082.0
352680 LENCOIS PAULISTA,229.0,216.0,283.0,196.0,184.0,172.0,173.0,110.0,75.0,47.0,88.0,128.0,59.0,59.0,93.0,130.0,107.0,74.0,2423.0
352690 LIMEIRA,499.0,304.0,246.0,305.0,404.0,387.0,389.0,337.0,410.0,368.0,450.0,487.0,208.0,235.0,355.0,504.0,410.0,295.0,6593.0
352700 LINDOIA,37.0,36.0,33.0,30.0,25.0,29.0,25.0,48.0,32.0,17.0,21.0,15.0,11.0,13.0,8.0,31.0,35.0,43.0,489.0
352710 LINS,121.0,152.0,201.0,148.0,119.0,129.0,126.0,103.0,140.0,343.0,292.0,382.0,251.0,254.0,263.0,191.0,207.0,248.0,3670.0
352720 LORENA,81.0,43.0,64.0,72.0,37.0,56.0,66.0,74.0,83.0,99.0,104.0,127.0,59.0,68.0,44.0,23.0,26.0,35.0,1161.0
352725 LOURDES,15.0,30.0,19.0,18.0,19.0,16.0,13.0,15.0,3.0,,,,,,,1.0,,1.0,150.0
352730 LOUVEIRA,33.0,26.0,27.0,22.0,25.0,14.0,13.0,16.0,18.0,22.0,25.0,27.0,45.0,29.0,47.0,36.0,62.0,46.0,533.0
352740 LUCELIA,149.0,144.0,112.0,141.0,116.0,101.0,81.0,58.0,47.0,39.0,95.0,80.0,45.0,51.0,62.0,104.0,75.0,53.0,1553.0
352750 LUCIANOPOLIS,3.0,1.0,1.0,2.0,5.0,,1.0,2.0,1.0,2.0,1.0,2.0,,3.0,1.0,7.0,12.0,17.0,61.0
352760 LUIS ANTONIO,26.0,16.0,5.0,10.0,19.0,11.0,4.0,7.0,17.0,12.0,15.0,8.0,13.0,18.0,12.0,15.0,19.0,8.0,235.0
352770 LUIZIANIA,16.0,9.0,13.0,11.0,11.0,24.0,17.0,9.0,4.0,5.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,137.0
352780 LUPERCIO,27.0,32.0,46.0,48.0,42.0,43.0,25.0,21.0,23.0,26.0,24.0,8.0,11.0,4.0,20.0,8.0,11.0,10.0,429.0
352790 LUTECIA,15.0,15.0,23.0,19.0,17.0,10.0,9.0,9.0,5.0,16.0,7.0,10.0,4.0,5.0,11.0,8.0,4.0,3.0,190.0
352800 MACATUBA,75.0,27.0,44.0,41.0,59.0,42.0,44.0,36.0,31.0,36.0,34.0,43.0,19.0,33.0,45.0,56.0,60.0,39.0,764.0
352810 MACAUBAL,18.0,12.0,17.0,18.0,25.0,9.0,14.0,8.0,6.0,13.0,8.0,10.0,3.0,3.0,2.0,2.0,3.0,9.0,180.0
352820 MACEDONIA,2.0,4.0,4.0,1.0,2.0,7.0,2.0,1.0,1.0,,1.0,6.0,1.0,1.0,6.0,4.0,5.0,3.0,51.0
352830 MAGDA,2.0,6.0,5.0,6.0,10.0,5.0,4.0,1.0,2.0,,3.0,4.0,4.0,2.0,4.0,7.0,1.0,5.0,71.0
352840 MAIRINQUE,75.0,87.0,88.0,96.0,68.0,28.0,22.0,9.0,8.0,16.0,5.0,9.0,5.0,11.0,18.0,15.0,9.0,13.0,582.0
352850 MAIRIPORA,34.0,44.0,49.0,90.0,98.0,93.0,112.0,86.0,84.0,107.0,101.0,127.0,91.0,105.0,137.0,245.0,304.0,220.0,2127.0
352860 MANDURI,8.0,9.0,8.0,14.0,11.0,11.0,7.0,3.0,13.0,10.0,4.0,8.0,3.0,6.0,15.0,26.0,11.0,10.0,177.0
352870 MARABA PAULISTA,5.0,3.0,1.0,11.0,10.0,20.0,15.0,6.0,12.0,21.0,12.0,4.0,13.0,16.0,22.0,19.0,20.0,19.0,229.0
352880 MARACAI,49.0,53.0,58.0,99.0,65.0,34.0,54.0,39.0,39.0,19.0,41.0,32.0,38.0,43.0,55.0,43.0,51.0,48.0,860.0
352885 MARAPOAMA,3.0,2.0,8.0,14.0,5.0,7.0,,1.0,2.0,4.0,3.0,5.0,8.0,10.0,10.0,7.0,19.0,12.0,120.0
352890 MARIAPOLIS,49.0,35.0,36.0,27.0,28.0,25.0,27.0,23.0,23.0,14.0,10.0,9.0,11.0,28.0,9.0,14.0,13.0,9.0,390.0
352900 MARILIA,1686.0,1749.0,1798.0,1669.0,1936.0,1623.0,1203.0,1213.0,1165.0,778.0,801.0,933.0,800.0,913.0,1232.0,989.0,1017.0,879.0,22384.0
352910 MARINOPOLIS,3.0,1.0,,2.0,3.0,2.0,1.0,,1.0,,3.0,3.0,2.0,1.0,1.0,3.0,4.0,,30.0
352920 MARTINOPOLIS,153.0,138.0,161.0,129.0,101.0,133.0,99.0,109.0,86.0,85.0,73.0,72.0,59.0,94.0,90.0,145.0,124.0,96.0,1947.0
352930 MATAO,89.0,112.0,121.0,122.0,79.0,64.0,35.0,27.0,46.0,81.0,106.0,123.0,130.0,101.0,98.0,93.0,153.0,89.0,1669.0
352940 MAUA,713.0,794.0,1045.0,1113.0,1074.0,951.0,701.0,600.0,516.0,476.0,451.0,421.0,289.0,299.0,374.0,400.0,418.0,301.0,10936.0
352950 MENDONCA,6.0,3.0,8.0,4.0,5.0,6.0,7.0,5.0,1.0,6.0,6.0,11.0,7.0,5.0,8.0,8.0,9.0,4.0,109.0
352960 MERIDIANO,6.0,5.0,1.0,1.0,8.0,2.0,3.0,1.0,4.0,,2.0,9.0,9.0,,2.0,1.0,2.0,1.0,57.0
352965 MESOPOLIS,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,2.0,3.0,4.0,6.0,1.0,34.0
352970 MIGUELOPOLIS,22.0,21.0,13.0,18.0,15.0,14.0,15.0,9.0,26.0,16.0,32.0,39.0,32.0,12.0,20.0,24.0,27.0,38.0,393.0
352980 MINEIROS DO TIETE,60.0,34.0,40.0,41.0,57.0,42.0,34.0,38.0,45.0,71.0,67.0,82.0,27.0,24.0,70.0,84.0,56.0,18.0,890.0
352990 MIRACATU,21.0,26.0,30.0,19.0,32.0,14.0,8.0,1.0,3.0,9.0,9.0,8.0,8.0,6.0,11.0,8.0,9.0,9.0,231.0
353000 MIRA ESTRELA,9.0,3.0,2.0,5.0,3.0,,1.0,1.0,3.0,4.0,9.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,55.0
353010 MIRANDOPOLIS,73.0,81.0,81.0,84.0,74.0,69.0,67.0,47.0,28.0,28.0,9.0,34.0,16.0,10.0,12.0,17.0,27.0,25.0,782.0
353020 MIRANTE DO PARANAPANEMA,92.0,84.0,71.0,68.0,73.0,84.0,52.0,58.0,40.0,41.0,43.0,36.0,29.0,36.0,68.0,49.0,47.0,36.0,1007.0
353030 MIRASSOL,125.0,106.0,114.0,107.0,108.0,133.0,142.0,102.0,95.0,91.0,78.0,47.0,56.0,57.0,50.0,54.0,54.0,37.0,1556.0
353040 MIRASSOLANDIA,15.0,20.0,12.0,7.0,6.0,6.0,6.0,7.0,12.0,18.0,12.0,10.0,8.0,12.0,4.0,9.0,7.0,7.0,178.0
353050 MOCOCA,136.0,53.0,230.0,249.0,264.0,229.0,196.0,203.0,229.0,188.0,168.0,175.0,145.0,141.0,216.0,208.0,200.0,141.0,3371.0
353060 MOGI DAS CRUZES,382.0,479.0,492.0,463.0,350.0,376.0,542.0,583.0,613.0,565.0,650.0,559.0,407.0,464.0,591.0,680.0,656.0,602.0,9454.0
353070 MOGI GUACU,597.0,475.0,521.0,503.0,481.0,451.0,402.0,372.0,299.0,358.0,288.0,343.0,204.0,181.0,380.0,342.0,344.0,265.0,6806.0
353080 MOGI MIRIM,265.0,168.0,244.0,242.0,191.0,213.0,203.0,190.0,214.0,196.0,157.0,243.0,99.0,80.0,99.0,115.0,137.0,153.0,3209.0
353090 MOMBUCA,2.0,5.0,4.0,11.0,3.0,11.0,4.0,10.0,9.0,5.0,6.0,11.0,15.0,5.0,5.0,2.0,6.0,2.0,116.0
353100 MONCOES,,1.0,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,,,,2.0,,,1.0,14.0
353110 MONGAGUA,28.0,30.0,54.0,30.0,36.0,72.0,62.0,49.0,39.0,46.0,41.0,70.0,53.0,42.0,35.0,38.0,55.0,36.0,816.0
353120 MONTE ALEGRE DO SUL,35.0,28.0,34.0,27.0,21.0,20.0,23.0,32.0,24.0,21.0,14.0,23.0,22.0,21.0,17.0,13.0,23.0,9.0,407.0
353130 MONTE ALTO,34.0,49.0,55.0,99.0,89.0,78.0,72.0,60.0,73.0,104.0,127.0,101.0,94.0,67.0,80.0,54.0,76.0,79.0,1391.0
353140 MONTE APRAZIVEL,48.0,35.0,43.0,29.0,45.0,42.0,51.0,53.0,37.0,40.0,31.0,30.0,26.0,23.0,30.0,26.0,22.0,20.0,631.0
353150 MONTE AZUL PAULISTA,26.0,1.0,4.0,19.0,2.0,7.0,4.0,14.0,12.0,8.0,8.0,3.0,9.0,9.0,9.0,6.0,10.0,7.0,158.0
353160 MONTE CASTELO,8.0,6.0,4.0,11.0,6.0,10.0,11.0,14.0,8.0,4.0,4.0,2.0,6.0,7.0,7.0,6.0,8.0,5.0,127.0
353170 MONTEIRO LOBATO,20.0,17.0,11.0,10.0,3.0,3.0,5.0,1.0,,2.0,,1.0,,,4.0,1.0,,1.0,79.0
353180 MONTE MOR,100.0,61.0,78.0,82.0,59.0,42.0,53.0,47.0,35.0,44.0,58.0,97.0,114.0,55.0,94.0,113.0,112.0,90.0,1334.0
353190 MORRO AGUDO,53.0,48.0,47.0,33.0,23.0,36.0,22.0,18.0,16.0,23.0,40.0,11.0,21.0,36.0,23.0,43.0,73.0,86.0,652.0
353200 MORUNGABA,40.0,28.0,22.0,20.0,17.0,13.0,9.0,8.0,9.0,6.0,13.0,7.0,12.0,6.0,3.0,8.0,16.0,21.0,258.0
353205 MOTUCA,12.0,16.0,13.0,9.0,18.0,12.0,5.0,6.0,2.0,4.0,3.0,5.0,7.0,2.0,6.0,9.0,9.0,4.0,142.0
353210 MURUTINGA DO SUL,17.0,9.0,12.0,17.0,10.0,11.0,15.0,8.0,4.0,10.0,7.0,7.0,5.0,3.0,1.0,2.0,3.0,4.0,145.0
353215 NANTES,6.0,2.0,8.0,6.0,11.0,7.0,2.0,4.0,7.0,5.0,1.0,10.0,5.0,10.0,4.0,5.0,16.0,5.0,114.0
353220 NARANDIBA,18.0,18.0,29.0,21.0,16.0,41.0,19.0,10.0,9.0,26.0,22.0,24.0,22.0,30.0,39.0,42.0,54.0,34.0,474.0
353230 NATIVIDADE DA SERRA,1.0,2.0,2.0,5.0,2.0,3.0,4.0,1.0,3.0,,,1.0,3.0,2.0,11.0,5.0,4.0,,49.0
353240 NAZARE PAULISTA,12.0,12.0,22.0,25.0,16.0,30.0,19.0,20.0,12.0,7.0,19.0,22.0,7.0,24.0,17.0,14.0,17.0,12.0,307.0
353250 NEVES PAULISTA,21.0,20.0,18.0,10.0,14.0,11.0,10.0,11.0,7.0,4.0,6.0,6.0,11.0,14.0,15.0,5.0,7.0,2.0,192.0
353260 NHANDEARA,66.0,32.0,37.0,20.0,46.0,38.0,35.0,24.0,21.0,30.0,30.0,19.0,10.0,8.0,12.0,5.0,5.0,6.0,444.0
353270 NIPOA,3.0,5.0,10.0,6.0,7.0,12.0,3.0,11.0,5.0,2.0,3.0,3.0,2.0,1.0,,1.0,4.0,,78.0
353280 NOVA ALIANCA,5.0,8.0,7.0,9.0,6.0,9.0,15.0,11.0,7.0,10.0,14.0,6.0,8.0,12.0,10.0,10.0,5.0,8.0,160.0
353282 NOVA CAMPINA,18.0,15.0,12.0,5.0,5.0,5.0,3.0,2.0,,1.0,,2.0,2.0,3.0,2.0,,,1.0,76.0
353284 NOVA CANAA PAULISTA,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,,4.0,2.0,3.0,2.0,,2.0,,38.0
353286 NOVA CASTILHO,1.0,4.0,2.0,4.0,1.0,2.0,6.0,3.0,,2.0,,3.0,,,,1.0,1.0,,30.0
353290 NOVA EUROPA,14.0,24.0,13.0,6.0,8.0,6.0,7.0,6.0,1.0,6.0,6.0,5.0,13.0,16.0,16.0,23.0,37.0,21.0,228.0
353300 NOVA GRANADA,176.0,104.0,59.0,65.0,70.0,45.0,19.0,27.0,33.0,39.0,41.0,33.0,13.0,15.0,15.0,24.0,31.0,29.0,838.0
353310 NOVA GUATAPORANGA,14.0,8.0,6.0,15.0,10.0,12.0,9.0,7.0,17.0,11.0,4.0,12.0,9.0,10.0,4.0,13.0,12.0,11.0,184.0
353320 NOVA INDEPENDENCIA,9.0,13.0,21.0,19.0,21.0,15.0,15.0,12.0,5.0,2.0,,2.0,2.0,,2.0,2.0,4.0,1.0,145.0
353325 NOVAIS,13.0,10.0,11.0,5.0,4.0,6.0,5.0,10.0,3.0,12.0,5.0,7.0,3.0,10.0,8.0,8.0,12.0,17.0,149.0
353330 NOVA LUZITANIA,16.0,27.0,27.0,31.0,34.0,29.0,34.0,16.0,1.0,5.0,3.0,5.0,3.0,3.0,1.0,,2.0,1.0,238.0
353340 NOVA ODESSA,180.0,165.0,208.0,167.0,180.0,124.0,106.0,139.0,49.0,50.0,93.0,117.0,106.0,152.0,122.0,156.0,87.0,58.0,2259.0
353350 NOVO HORIZONTE,129.0,101.0,91.0,94.0,86.0,71.0,107.0,95.0,55.0,90.0,57.0,34.0,37.0,34.0,62.0,42.0,47.0,43.0,1275.0
353360 NUPORANGA,20.0,19.0,22.0,14.0,9.0,5.0,11.0,16.0,9.0,6.0,24.0,13.0,10.0,9.0,10.0,10.0,9.0,7.0,223.0
353370 OCAUCU,21.0,29.0,27.0,31.0,19.0,14.0,12.0,10.0,14.0,12.0,9.0,13.0,8.0,12.0,11.0,14.0,10.0,6.0,272.0
353380 OLEO,9.0,12.0,3.0,3.0,10.0,3.0,4.0,2.0,5.0,10.0,11.0,8.0,4.0,1.0,6.0,4.0,16.0,13.0,124.0
353390 OLIMPIA,71.0,7.0,8.0,11.0,10.0,9.0,36.0,34.0,63.0,57.0,41.0,31.0,23.0,26.0,30.0,39.0,88.0,64.0,648.0
353400 ONDA VERDE,6.0,9.0,11.0,4.0,7.0,6.0,9.0,3.0,7.0,8.0,1.0,5.0,,3.0,3.0,5.0,10.0,4.0,101.0
353410 ORIENTE,28.0,34.0,21.0,47.0,42.0,48.0,45.0,49.0,49.0,34.0,21.0,28.0,21.0,16.0,8.0,17.0,28.0,24.0,560.0
353420 ORINDIUVA,5.0,2.0,5.0,9.0,14.0,2.0,3.0,1.0,2.0,2.0,7.0,3.0,6.0,3.0,4.0,8.0,7.0,3.0,86.0
353430 ORLANDIA,43.0,34.0,42.0,27.0,32.0,33.0,26.0,35.0,32.0,34.0,90.0,155.0,115.0,117.0,112.0,117.0,187.0,96.0,1327.0
353440 OSASCO,681.0,633.0,640.0,506.0,273.0,273.0,299.0,267.0,291.0,249.0,262.0,222.0,163.0,188.0,236.0,370.0,451.0,414.0,6418.0
353450 OSCAR BRESSANE,4.0,7.0,8.0,12.0,8.0,15.0,14.0,13.0,11.0,6.0,4.0,7.0,3.0,1.0,4.0,5.0,5.0,3.0,130.0
353460 OSVALDO CRUZ,189.0,154.0,155.0,115.0,119.0,97.0,83.0,80.0,64.0,58.0,82.0,75.0,39.0,61.0,85.0,107.0,82.0,72.0,1717.0
353470 OURINHOS,617.0,599.0,848.0,738.0,598.0,311.0,140.0,144.0,93.0,77.0,77.0,103.0,53.0,57.0,55.0,73.0,75.0,69.0,4727.0
353475 OUROESTE,23.0,13.0,8.0,10.0,12.0,16.0,4.0,7.0,4.0,7.0,16.0,10.0,4.0,8.0,19.0,19.0,22.0,10.0,212.0
353480 OURO VERDE,46.0,21.0,38.0,25.0,29.0,26.0,29.0,30.0,36.0,20.0,15.0,17.0,19.0,23.0,20.0,19.0,19.0,10.0,442.0
353490 PACAEMBU,95.0,85.0,83.0,79.0,78.0,55.0,37.0,43.0,42.0,20.0,26.0,23.0,23.0,27.0,29.0,45.0,34.0,31.0,855.0
353500 PALESTINA,21.0,19.0,17.0,22.0,22.0,18.0,28.0,28.0,21.0,18.0,17.0,10.0,9.0,11.0,13.0,30.0,12.0,11.0,327.0
353510 PALMARES PAULISTA,30.0,50.0,37.0,31.0,47.0,22.0,20.0,13.0,22.0,14.0,15.0,19.0,8.0,12.0,10.0,21.0,27.0,25.0,423.0
353520 PALMEIRA D'OESTE,16.0,11.0,8.0,18.0,13.0,11.0,7.0,9.0,8.0,10.0,5.0,17.0,13.0,9.0,22.0,14.0,13.0,14.0,218.0
353530 PALMITAL,47.0,61.0,64.0,80.0,78.0,68.0,77.0,84.0,94.0,59.0,90.0,64.0,55.0,59.0,63.0,68.0,60.0,55.0,1226.0
353540 PANORAMA,57.0,31.0,29.0,26.0,34.0,38.0,30.0,46.0,40.0,65.0,50.0,21.0,35.0,30.0,56.0,52.0,61.0,52.0,753.0
353550 PARAGUACU PAULISTA,150.0,114.0,126.0,131.0,72.0,92.0,99.0,83.0,87.0,78.0,116.0,102.0,62.0,71.0,154.0,126.0,161.0,135.0,1959.0
353560 PARAIBUNA,56.0,39.0,38.0,41.0,30.0,22.0,13.0,4.0,7.0,10.0,9.0,7.0,4.0,5.0,6.0,11.0,7.0,5.0,314.0
353570 PARAISO,10.0,7.0,6.0,6.0,16.0,5.0,4.0,4.0,10.0,12.0,7.0,5.0,8.0,10.0,4.0,5.0,7.0,15.0,141.0
353580 PARANAPANEMA,8.0,7.0,9.0,10.0,2.0,6.0,8.0,4.0,7.0,26.0,29.0,28.0,15.0,8.0,22.0,20.0,24.0,18.0,251.0
353590 PARANAPUA,8.0,9.0,1.0,2.0,2.0,4.0,7.0,5.0,,1.0,6.0,3.0,5.0,2.0,8.0,2.0,3.0,5.0,73.0
353600 PARAPUA,33.0,40.0,41.0,35.0,60.0,57.0,71.0,36.0,35.0,34.0,44.0,43.0,32.0,38.0,37.0,56.0,52.0,34.0,778.0
353610 PARDINHO,8.0,11.0,11.0,17.0,13.0,13.0,3.0,8.0,12.0,13.0,6.0,12.0,,3.0,7.0,7.0,19.0,10.0,173.0
353620 PARIQUERA-ACU,22.0,12.0,9.0,16.0,12.0,13.0,17.0,4.0,8.0,14.0,8.0,12.0,19.0,25.0,17.0,19.0,22.0,14.0,263.0
353625 PARISI,2.0,2.0,3.0,2.0,,4.0,2.0,2.0,,1.0,1.0,4.0,1.0,2.0,7.0,2.0,7.0,1.0,43.0
353630 PATROCINIO PAULISTA,22.0,17.0,30.0,25.0,16.0,18.0,32.0,17.0,19.0,24.0,17.0,19.0,23.0,21.0,6.0,8.0,13.0,26.0,353.0
353640 PAULICEIA,10.0,13.0,12.0,21.0,11.0,15.0,14.0,12.0,15.0,19.0,13.0,13.0,20.0,15.0,12.0,21.0,22.0,16.0,274.0
353650 PAULINIA,97.0,132.0,135.0,147.0,134.0,179.0,177.0,248.0,208.0,154.0,195.0,237.0,131.0,194.0,236.0,175.0,210.0,112.0,3101.0
353657 PAULISTANIA,3.0,,,1.0,,,2.0,2.0,1.0,2.0,3.0,,1.0,,,1.0,,,16.0
353660 PAULO DE FARIA,24.0,20.0,19.0,16.0,20.0,20.0,17.0,8.0,4.0,3.0,5.0,5.0,4.0,5.0,8.0,5.0,15.0,12.0,210.0
353670 PEDERNEIRAS,55.0,55.0,61.0,93.0,91.0,109.0,112.0,74.0,86.0,75.0,85.0,89.0,58.0,83.0,79.0,74.0,73.0,65.0,1417.0
353680 PEDRA BELA,27.0,12.0,16.0,13.0,21.0,15.0,18.0,6.0,11.0,11.0,10.0,10.0,6.0,5.0,8.0,7.0,9.0,6.0,211.0
353690 PEDRANOPOLIS,4.0,5.0,4.0,,2.0,2.0,1.0,,2.0,1.0,4.0,1.0,,1.0,3.0,1.0,1.0,3.0,35.0
353700 PEDREGULHO,32.0,13.0,19.0,19.0,11.0,9.0,18.0,11.0,9.0,15.0,16.0,26.0,22.0,12.0,5.0,8.0,6.0,17.0,268.0
353710 PEDREIRA,126.0,80.0,72.0,57.0,58.0,49.0,46.0,52.0,65.0,51.0,86.0,80.0,63.0,73.0,131.0,147.0,133.0,181.0,1550.0
353715 PEDRINHAS PAULISTA,5.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,7.0,5.0,1.0,3.0,1.0,,1.0,3.0,2.0,3.0,53.0
353720 PEDRO DE TOLEDO,8.0,2.0,5.0,4.0,7.0,3.0,,4.0,2.0,4.0,3.0,9.0,1.0,5.0,2.0,4.0,1.0,3.0,67.0
353730 PENAPOLIS,379.0,279.0,280.0,344.0,358.0,317.0,326.0,227.0,78.0,83.0,85.0,73.0,49.0,51.0,49.0,96.0,94.0,48.0,3216.0
353740 PEREIRA BARRETO,77.0,100.0,83.0,89.0,83.0,89.0,67.0,30.0,11.0,14.0,1.0,5.0,4.0,8.0,7.0,7.0,6.0,18.0,699.0
353750 PEREIRAS,7.0,6.0,8.0,9.0,4.0,20.0,13.0,7.0,5.0,6.0,12.0,9.0,4.0,11.0,13.0,20.0,12.0,11.0,177.0
353760 PERUIBE,101.0,34.0,48.0,36.0,41.0,32.0,38.0,20.0,19.0,32.0,36.0,41.0,39.0,43.0,47.0,67.0,52.0,17.0,743.0
353770 PIACATU,31.0,16.0,28.0,25.0,16.0,29.0,22.0,20.0,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,202.0
353780 PIEDADE,489.0,191.0,147.0,91.0,84.0,54.0,27.0,9.0,16.0,154.0,13.0,21.0,6.0,17.0,26.0,33.0,133.0,157.0,1668.0
353790 PILAR DO SUL,67.0,32.0,19.0,37.0,21.0,19.0,19.0,5.0,6.0,16.0,3.0,6.0,9.0,14.0,9.0,10.0,12.0,3.0,307.0
353800 PINDAMONHANGABA,29.0,9.0,27.0,30.0,31.0,32.0,18.0,16.0,27.0,10.0,12.0,37.0,40.0,41.0,86.0,98.0,132.0,105.0,780.0
353810 PINDORAMA,64.0,77.0,65.0,50.0,61.0,26.0,21.0,26.0,21.0,14.0,23.0,26.0,8.0,16.0,14.0,32.0,30.0,32.0,606.0
353820 PINHALZINHO,26.0,18.0,24.0,28.0,31.0,35.0,18.0,10.0,17.0,24.0,15.0,20.0,13.0,11.0,17.0,23.0,17.0,7.0,354.0
353830 PIQUEROBI,3.0,6.0,14.0,8.0,17.0,11.0,6.0,13.0,16.0,14.0,9.0,11.0,8.0,8.0,8.0,16.0,15.0,11.0,194.0
353850 PIQUETE,13.0,4.0,8.0,16.0,11.0,5.0,5.0,7.0,14.0,1.0,2.0,2.0,4.0,7.0,6.0,6.0,,2.0,113.0
353860 PIRACAIA,35.0,29.0,19.0,25.0,16.0,11.0,6.0,15.0,17.0,7.0,25.0,15.0,19.0,21.0,25.0,29.0,35.0,23.0,372.0
353870 PIRACICABA,674.0,628.0,481.0,428.0,443.0,395.0,357.0,366.0,384.0,357.0,309.0,212.0,148.0,161.0,215.0,293.0,320.0,294.0,6465.0
353880 PIRAJU,13.0,8.0,10.0,7.0,8.0,17.0,12.0,8.0,9.0,17.0,31.0,68.0,28.0,22.0,57.0,52.0,42.0,57.0,466.0
353890 PIRAJUI,66.0,53.0,52.0,56.0,60.0,28.0,31.0,47.0,37.0,52.0,85.0,69.0,41.0,36.0,65.0,115.0,86.0,64.0,1043.0
353900 PIRANGI,16.0,11.0,13.0,10.0,13.0,8.0,6.0,6.0,12.0,24.0,17.0,13.0,20.0,7.0,18.0,35.0,37.0,18.0,284.0
353910 PIRAPORA DO BOM JESUS,11.0,8.0,1.0,2.0,7.0,2.0,4.0,3.0,5.0,5.0,15.0,5.0,5.0,7.0,9.0,6.0,6.0,2.0,103.0
353920 PIRAPOZINHO,155.0,165.0,191.0,204.0,179.0,202.0,124.0,142.0,122.0,101.0,76.0,68.0,69.0,66.0,88.0,85.0,73.0,51.0,2161.0
353930 PIRASSUNUNGA,163.0,198.0,181.0,112.0,87.0,108.0,83.0,125.0,115.0,77.0,76.0,57.0,42.0,38.0,39.0,83.0,40.0,64.0,1688.0
353940 PIRATININGA,13.0,27.0,36.0,30.0,30.0,39.0,21.0,17.0,12.0,20.0,24.0,19.0,16.0,13.0,25.0,30.0,12.0,26.0,410.0
353950 PITANGUEIRAS,91.0,72.0,73.0,90.0,94.0,71.0,79.0,88.0,85.0,72.0,110.0,138.0,93.0,89.0,92.0,153.0,265.0,124.0,1879.0
353960 PLANALTO,10.0,12.0,8.0,9.0,8.0,11.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,3.0,2.0,4.0,8.0,4.0,108.0
353970 PLATINA,14.0,21.0,14.0,8.0,13.0,7.0,19.0,16.0,23.0,5.0,12.0,6.0,16.0,19.0,21.0,19.0,28.0,8.0,269.0
353980 POA,95.0,58.0,106.0,86.0,73.0,105.0,88.0,100.0,95.0,128.0,169.0,170.0,102.0,80.0,111.0,99.0,95.0,50.0,1810.0
353990 POLONI,10.0,14.0,17.0,13.0,9.0,10.0,9.0,4.0,3.0,3.0,4.0,8.0,1.0,5.0,5.0,5.0,2.0,3.0,125.0
354000 POMPEIA,58.0,80.0,76.0,71.0,52.0,67.0,72.0,71.0,65.0,59.0,55.0,31.0,49.0,37.0,53.0,48.0,51.0,36.0,1031.0
354010 PONGAI,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,8.0,5.0,3.0,4.0,2.0,10.0,3.0,1.0,2.0,57.0
354020 PONTAL,51.0,66.0,49.0,44.0,40.0,58.0,50.0,54.0,52.0,57.0,56.0,67.0,21.0,52.0,84.0,63.0,75.0,53.0,992.0
354025 PONTALINDA,8.0,8.0,5.0,3.0,3.0,5.0,8.0,1.0,1.0,5.0,1.0,5.0,10.0,4.0,6.0,13.0,12.0,2.0,100.0
354030 PONTES GESTAL,3.0,2.0,1.0,1.0,,2.0,2.0,,5.0,4.0,3.0,1.0,,3.0,,1.0,,1.0,29.0
